0,24
1,25
2,23
3,28
4,26
5,29
6,34
7,27
8,131
9,30
10,31
11,32
12,129
13,108
14,107
15,106
16,101
17,102
18,103
19,100
20,157
21,155
22,126
23,135
24,136
25,137
26,35
27,132
28,109
29,104
30,158
31,138
32,133
33,139
34,152
35,110
36,161
37,159
38,140
39,111
40,162
41,33
42,36
43,40
44,134
45,39
46,37
47,141
48,164
49,277
50,42
51,41
52,112
53,406
54,305
55,125
56,38
57,82
58,105
59,123
60,128
61,113
62,156
63,142
64,163
65,154
66,127
67,48
68,121
69,120
70,339
71,390
72,455
73,78
74,160
75,333
76,150
77,143
78,384
79,181
80,386
81,408
82,189
83,195
84,387
85,391
86,260
87,144
88,275
89,409
90,278
91,81
92,294
93,116
94,114
95,382
96,145
97,410
98,130
99,151
100,153
101,146
102,292
103,268
104,147
105,433
106,183
107,296
108,299
109,295
110,115
111,185
112,149
113,165
114,148
115,420
116,411
117,179
118,394
119,298
120,182
121,184
122,412
123,415
124,324
125,238
126,388
127,413
128,431
129,297
130,389
131,393
132,416
133,421
134,414
135,426
136,429
137,427
138,440
139,459
140,434
141,438
142,73
143,269
144,417
145,439
146,418
147,441
148,219
149,407
150,422
151,444
152,442
153,425
154,423
155,453
156,437
157,435
158,290
159,419
160,436
161,463
162,424
163,445
164,443
165,376
166,446
167,452
168,447
169,450
170,460
171,456
172,392
173,454
174,481
175,457
176,448
177,451
178,449
179,461
180,483
181,428
182,458
183,301
184,304
185,484
186,464
187,462
188,478
189,485
190,517
191,465
192,3
193,489
194,488
195,496
196,500
197,487
198,486
199,344
200,266
201,334
202,273
203,476
204,466
205,474
206,472
207,470
208,468
209,498
210,494
211,491
212,495
213,492
214,499
215,513
216,502
217,503
218,519
219,515
220,501
221,511
222,479
223,477
224,475
225,473
226,471
227,469
228,467
229,521
230,172
231,279
232,490
233,522
234,514
235,508
236,518
237,504
238,506
239,497
240,493
241,505
242,507
243,516
244,523
245,510
246,512
247,509
248,235
249,535
250,321
251,311
252,533
253,224
254,337
255,549
256,176
257,547
258,385
259,240
260,287
261,306
262,520
263,205
264,358
265,536
266,550
267,525
268,551
269,553
270,554
271,552
272,558
273,555
274,563
275,556
276,557
277,559
278,561
279,566
280,560
281,562
282,564
283,570
284,569
285,567
286,565
287,574
288,568
289,252
290,314
291,572
292,576
293,571
294,573
295,276
296,578
297,577
298,583
299,616
300,364
301,362
302,325
303,327
304,365
305,585
306,587
307,579
308,612
309,328
310,402
311,582
312,588
313,586
314,590
315,610
316,580
317,584
318,581
319,618
320,614
321,598
322,619
323,617
324,615
325,613
326,593
327,591
328,594
329,599
330,638
331,624
332,620
333,625
334,75
335,76
336,636
337,621
338,647
339,639
340,77
341,600
342,592
343,640
344,199
345,595
346,596
347,641
348,623
349,622
350,606
351,645
352,626
353,652
354,629
355,627
356,642
357,650
358,216
359,214
360,630
361,628
362,217
363,655
364,653
365,665
366,656
367,654
368,589
369,603
370,657
371,658
372,712
373,667
374,659
375,668
376,709
377,643
378,672
379,771
380,952
381,767
382,704
383,680
384,646
385,714
386,687
387,644
388,651
389,724
390,775
391,713
392,633
393,690
394,711
395,631
396,702
397,700
398,666
399,710
400,664
401,708
402,660
403,765
404,601
405,611
406,609
407,597
408,605
409,648
410,671
411,726
412,769
413,718
414,715
415,737
416,770
417,772
418,286
419,663
420,661
421,703
422,707
423,705
424,632
425,678
426,719
427,763
428,662
429,681
430,699
431,634
432,679
433,649
434,207
435,741
436,722
437,720
438,840
439,682
440,696
441,716
442,706
443,698
444,748
445,723
446,750
447,727
448,683
449,697
450,778
451,776
452,247
453,725
454,752
455,602
456,684
457,688
458,316
459,341
460,607
461,637
462,608
463,729
464,728
465,717
466,721
467,236
468,746
469,669
470,685
471,202
472,768
473,730
474,779
475,761
476,749
477,751
478,753
479,635
480,792
481,780
482,604
483,839
484,837
485,738
486,781
487,313
488,701
489,754
490,766
491,694
492,686
493,948
494,946
495,695
496,691
497,395
498,791
499,950
500,670
501,739
502,745
503,731
504,756
505,755
506,170
507,348
508,249
509,742
510,841
511,777
512,773
513,788
514,858
515,782
516,860
517,774
518,783
519,852
520,835
521,271
522,951
523,862
524,832
525,789
526,790
527,842
528,673
529,863
530,953
531,864
532,868
533,866
534,675
535,674
536,874
537,873
538,870
539,949
540,872
541,850
542,784
543,848
544,786
545,89
546,91
547,118
548,283
549,954
550,250
551,377
552,757
553,825
554,793
555,829
556,743
557,956
558,955
559,405
560,785
561,833
562,787
563,865
564,853
565,861
566,320
567,677
568,693
569,689
570,345
571,796
572,834
573,794
574,906
575,944
576,843
577,845
578,797
579,798
580,926
581,875
582,823
583,795
584,676
585,732
586,744
587,846
588,838
589,836
590,232
591,939
592,869
593,831
594,856
595,854
596,851
597,849
598,847
599,44
600,307
601,1023
602,974
603,898
604,876
605,904
606,967
607,1089
608,1181
609,957
610,871
611,12
612,11
613,762
614,760
615,758
616,764
617,270
618,43
619,575
620,174
621,878
622,1013
623,958
624,1183
625,959
626,821
627,799
628,819
629,733
630,759
631,859
632,857
633,855
634,947
635,867
636,945
637,909
638,937
639,925
640,917
641,907
642,900
643,901
644,924
645,916
646,826
647,253
648,910
649,942
650,886
651,918
652,734
653,692
654,902
655,923
656,919
657,877
658,905
659,879
660,903
661,899
662,881
663,1021
664,976
665,981
666,977
667,978
668,908
669,1184
670,1026
671,975
672,979
673,993
674,927
675,920
676,940
677,827
678,911
679,964
680,960
681,830
682,828
683,844
684,971
685,961
686,962
687,968
688,735
689,880
690,1011
691,969
692,987
693,736
694,740
695,928
696,932
697,930
698,824
699,800
700,915
701,913
702,1012
703,970
704,747
705,1008
706,1004
707,991
708,980
709,986
710,921
711,929
712,935
713,989
714,985
715,1034
716,1027
717,1002
718,992
719,938
720,936
721,922
722,988
723,990
724,882
725,896
726,894
727,1014
728,1018
729,943
730,941
731,193
732,312
733,994
734,1000
735,1009
736,1007
737,995
738,1003
739,1028
740,1042
741,965
742,963
743,1024
744,1022
745,931
746,982
747,883
748,897
749,1029
750,1050
751,1179
752,1177
753,1025
754,1135
755,1087
756,1085
757,1005
758,1090
759,801
760,966
761,1071
762,1032
763,1030
764,934
765,884
766,1043
767,972
768,983
769,887
770,546
771,346
772,329
773,1037
774,1035
775,1033
776,895
777,885
778,1140
779,1046
780,1047
781,998
782,996
783,1006
784,912
785,914
786,1052
787,1083
788,1031
789,1054
790,1056
791,1081
792,1053
793,822
794,807
795,820
796,802
797,818
798,816
799,984
800,1069
801,1055
802,1185
803,1187
804,1001
805,1091
806,1039
807,1038
808,973
809,1194
810,1190
811,1092
812,1105
813,1209
814,1077
815,1049
816,1196
817,1036
818,1275
819,1044
820,1088
821,69
822,351
823,317
824,1015
825,1192
826,1357
827,1137
828,1138
829,1226
830,1197
831,1193
832,542
833,803
834,888
835,890
836,357
837,933
838,1093
839,1095
840,997
841,999
842,892
843,1080
844,1096
845,1102
846,1097
847,1103
848,1094
849,1104
850,1141
851,1151
852,1139
853,1108
854,1106
855,1115
856,1142
857,1150
858,1075
859,1045
860,1202
861,1200
862,1198
863,1082
864,1048
865,231
866,1051
867,1079
868,1067
869,95
870,1057
871,1133
872,1109
873,1118
874,1112
875,1110
876,1111
877,1107
878,1084
879,1370
880,1152
881,1019
882,1086
883,1114
884,1182
885,1125
886,1113
887,1153
888,1175
889,1199
890,1387
891,1270
892,1098
893,1116
894,1207
895,1201
896,1016
897,1099
898,1101
899,208
900,1010
901,1136
902,1134
903,1017
904,1128
905,1126
906,1100
907,1148
908,1129
909,1127
910,1149
911,1147
912,1213
913,1260
914,1130
915,1117
916,1131
917,1208
918,1074
919,1058
920,1143
921,1372
922,1203
923,1154
924,1156
925,1144
926,1020
927,1123
928,1121
929,1119
930,1157
931,1173
932,1206
933,1204
934,1078
935,1145
936,381
937,1155
938,1167
939,1158
940,1373
941,1385
942,1165
943,1163
944,1132
945,1188
946,1368
947,1366
948,1186
949,1346
950,1228
951,804
952,814
953,812
954,805
955,810
956,817
957,815
958,813
959,1268
960,1211
961,1262
962,1210
963,1264
964,1195
965,1191
966,893
967,891
968,889
969,806
970,808
971,1261
972,1257
973,1259
974,262
975,1388
976,1229
977,1265
978,1224
979,1271
980,1276
981,10
982,529
983,309
984,1273
985,1269
986,1205
987,1215
988,1267
989,1122
990,1120
991,1124
992,169
993,1168
994,1230
995,1171
996,1169
997,1389
998,1406
999,1416
1000,1263
1001,1234
1002,1353
1003,233
1004,1358
1005,1362
1006,1345
1007,1277
1008,1231
1009,1255
1010,1253
1011,1241
1012,1237
1013,1347
1014,1040
1015,1386
1016,1384
1017,336
1018,1214
1019,1533
1020,1354
1021,1348
1022,1364
1023,1076
1024,1059
1025,251
1026,531
1027,1281
1028,1285
1029,1313
1030,1374
1031,1274
1032,1344
1033,1287
1034,1300
1035,1284
1036,1272
1037,1278
1038,1298
1039,1301
1040,1407
1041,1041
1042,1408
1043,403
1044,1242
1045,1072
1046,1060
1047,1409
1048,1421
1049,1349
1050,1217
1051,1258
1052,1212
1053,1410
1054,1414
1055,1521
1056,1227
1057,1218
1058,1225
1059,1282
1060,1216
1061,1288
1062,1256
1063,1236
1064,1232
1065,811
1066,809
1067,1189
1068,1223
1069,1283
1070,1299
1071,1297
1072,1266
1073,1251
1074,366
1075,1309
1076,1342
1077,1308
1078,1303
1079,1340
1080,1302
1081,1338
1082,1336
1083,1304
1084,1310
1085,293
1086,1390
1087,1484
1088,1396
1089,1305
1090,1327
1091,1329
1092,1330
1093,1359
1094,1399
1095,1391
1096,1314
1097,1311
1098,1238
1099,1326
1100,1306
1101,1061
1102,1065
1103,2
1104,1180
1105,1178
1106,1176
1107,1174
1108,1159
1109,1172
1110,1070
1111,1068
1112,1066
1113,1062
1114,1064
1115,190
1116,280
1117,257
1118,528
1119,353
1120,1162
1121,1312
1122,383
1123,1360
1124,1397
1125,1487
1126,1350
1127,1415
1128,1441
1129,1239
1130,1245
1131,340
1132,1422
1133,1454
1134,1063
1135,1316
1136,1375
1137,1383
1138,1247
1139,1146
1140,1315
1141,1363
1142,1361
1143,1289
1144,1472
1145,1482
1146,1307
1147,1341
1148,1400
1149,1339
1150,1319
1151,1317
1152,1337
1153,1392
1154,1490
1155,1504
1156,1485
1157,288
1158,1333
1159,1331
1160,1233
1161,1235
1162,256
1163,1491
1164,1488
1165,1252
1166,1250
1167,1246
1168,1219
1169,1221
1170,1492
1171,1502
1172,1254
1173,1423
1174,1424
1175,1432
1176,1222
1177,1220
1178,1505
1179,1511
1180,1377
1181,1376
1182,1382
1183,1351
1184,1371
1185,1369
1186,1290
1187,1286
1188,1279
1189,1401
1190,1419
1191,1393
1192,1295
1193,1379
1194,1318
1195,1394
1196,1766
1197,1436
1198,1402
1199,1769
1200,1411
1201,1535
1202,1417
1203,1433
1204,1483
1205,1444
1206,1431
1207,1425
1208,1164
1209,1160
1210,1170
1211,1166
1212,1328
1213,319
1214,1294
1215,1418
1216,1470
1217,1493
1218,1497
1219,1335
1220,1737
1221,1395
1222,1460
1223,1248
1224,1473
1225,1325
1226,1322
1227,1291
1228,1280
1229,1334
1230,1332
1231,1352
1232,1378
1233,1320
1234,1434
1235,335
1236,1536
1237,1367
1238,5
1239,369
1240,254
